0,1,2,3,4,5
尽,йин,чин,йинн,цзинь,йин
进攻,йин гонг,чин кунг,йинн гонг,цзинь гун,йин гонг
近日,йин ри,чин йих,йинн рых,цзинь жи,йин ри
近视,йин ши,чин ших,йинн шых,цзинь ши,йин ши
惊人,лианг рен,чинг йен,йинг рен,лян жэнь,линг рен
惊喜,лианг xи,чинг хси,йинг шии,лян си,линг xи
精,йинг,чинг,йинг,цзин,йинг
精美,йинг меи,чинг меи,йинг мееи,цзин мэй,йинг меи
精品,йинг пин,чинг пин,йинг пиин,цзин пинь,йинг пин
井,йинг,чинг,йиинг,цзин,йинг
景,йинг,чинг,йиинг,цзин,йинг
景点,йинг диан,чинг тиен,йиинг деан,цзин дянь,йинг диан
净,йинг,чинг,йинк,цзин,йинг
纠纷,йиу фен,чиу фен,йиоу фен,цзю фэнь,йиу фен
纠正,йиу женг,чиу ченг,йиоу йенк,цзю чжэн,йиу ченг
酒水,йиу шуи,чиу шуи,йеоу шоеи,цзю шуй,йиу шуи
救命,йиу минг,чиу минг,йиоуо минк,цзю мин,йиу минг
救援,йиу ыуан,чиу ыуан,йиоуо ыуан,цзю юань,йиу ыуан
救助,йиу жу,чиу чу,йиоуо юх,цзю чжу,йиу чу
就是说,йиу ши шуо,чиу ших шуо,йиоуо шых шуо,цзю ши шо,йиу ши шуо
就算,йиу суан,чиу суан,йиоуо суанн,цзю суань,йиу суан
局,ю,чу,йыу,цзюй,ю
剧,ю,чу,йиух,цзюй,ю
据,ю,чу,йиух,цзюй,ю
捐,юан,чуан,йиуан,цзюань,юана
捐款,юан куан,чуан куан,йиуан коан,цзюань куань,юана куан
捐赠,юан зенг,чуан ценг,йиуан тзенк,цзюань цзэн,юана ценг
捐助,юан жу,чуан чу,йиуан юх,цзюань чжу,юана чу
决策,юе це,чуех це,йыуе цех,цзюэ цэ,юе це
觉悟,юе уоу,чуех уоу,йыуе уоух,цзюэ у,юе уоу
绝,юе,чуех,йыуе,цзюэ,юе
绝大多数,юе да дуо шу,чуех та то шу,йыуе дах дуо шух,цзюэ да до шу,юе да ду шу
军队,юн дуи,чун туи,йиун дуеы,цзюнь дуй,юн дуи
军舰,юн йиан,чун чиен,йиун йианн,цзюнь цзянь,юн йиан
军事,юн ши,чун ших,йиун шых,цзюнь ши,юн ши
开创,каи чуанг,каи чуанг,каи чуанк,кай чуан,каи чуанг
开关,каи гуан,каи куан,каи гуан,кай гуань,каи гуан
开设,каи ше,каи ше,каи шех,кай шэ,каи ше
开通,каи тонг,каи тунг,каи тонг,кай тун,каи тонг
开头,каи тоу,каи тоу,каи тоур,кай тоу,каи тоу
开夜车,каи ые че,каи ыех че,каи ыех че,кай е чэ,каи ые че
看,кан,кан,кан,кань,кан
看管,кан гуан,кан куан,кан гоан,кань гуань,кан гуан
看得起,кан де ки,кан де чи,канн де чии,кань дэ ци,кан де чи
看作,кан зуо,кан цо,канн тзуох,кань цзо,кан цзо
康复,канг фу,канг фу,канг фух,кан фу,канг фу
抗议,канг ыи,канг и,канк ыих,кан и,канг ыи
考场,као чанг,као чанг,као чаанг,као чан,као чанг
考题,као ти,као ти,као тыи,као ти,као ти
科研,ке ыан,ко ыан,ке ыан,кэ янь,ке ыан
客车,ке че,ко че,кех че,кэ чэ,ке че
肯,кен,кен,кеен,кэнь,кен
空军,конг юн,кунг чун,конг йиун,кун цзюнь,конг юн
口试,коу ши,коу ших,кооу шых,коу ши,коу ши
扣,коу,коу,коуо,коу,коу
酷,ку,ку,кух,ку,ку
跨,куа,куа,куах,куа,куа
快车,куаи че,куаи че,куаы че,куай чэ,куаи че
宽阔,куан куо,куан куо,куан куох,куань ко,куан куо
矿,куанг,куанг,куанк,куан,куанг
阔,куо,куо,куох,ко,куо
来往,лаи уоанг,лаи уоанг,лаи уооанг,лай ван,лаи уоанг
赖,лаи,лаи,лаы,лай,лаи
栏目,лан му,лан му,лан мух,лань му,лан му
蓝领,лан линг,лан линг,лан лиинг,лань лин,лан линг
蓝天,лан тиан,лан тиен,лан тиан,лань тянь,лан тиан
懒,лан,лан,лаан,лань,лан
牢,лао,лао,лау,лао,лао
老乡,лао xианг,лао хсианг,лао шианг,лао сян,лао xианг
冷气,ленг ки,ленг чи,леенг чих,лэн ци,ленг чи
冷水,ленг шуи,ленг шуи,леенг шоеи,лэн шуй,ленг шуи
礼堂,ли танг,ли танг,лии тарнг,ли тан,ли танг
理,ли,ли,лии,ли,ли
理财,ли цаи,ли цаи,лии цаир,ли цай,ли цаи
理智,ли жи,ли чих,лии йых,ли чжи,ли чих
力,ли,ли,лих,ли,ли
利,ли,ли,лих,ли,ли
联盟,лиан менг,лиен менг,лиан менг,лянь мэн,лиан менг
联赛,лиан саи,лиен саи,лиан саы,лянь сай,лиан саи
联手,лиан шоу,лиен шоу,лиан шооу,лянь шоу,лиан шоу
凉鞋,лианг xие,лианг хсиех,лианг шые,лян се,лиан xие
两侧,лианг це,лианг це,леанг цех,лян цэ,лиан це
两手,лианг шоу,лианг шоу,леанг шооу,лян шоу,лиан шоу
聊,лиао,лиао,лиау,ляо,лиао
聊天儿,лиао тиан ер,лиао тиен р,лиау тиан р,ляо тянь эр,лиао тиан рр
料,лиао,лиао,лиауо,ляо,лиао
料,лиао,лиао,лиауо,ляо,лиао
裂,лие,лиех,лиех,ле,лие
灵活,линг хуо,линг хуо,линг хуоо,лин хо,линг хуо
领取,линг ку,линг чу,лиинг чеу,лин цюй,линг чу
领袖,линг xиу,линг хсиу,лиинг шиоуо,лин сю,линг xиу
另,линг,линг,линк,лин,линг
留言,лиу ыан,лиу ыан,лиоу ыан,лю янь,лиу ыан
流感,лиу ган,лиу кан,лиоу гаан,лю гань,лиу ган
楼道,лоу дао,лоу тао,лоу дауо,лоу дао,лоу дао
楼房,лоу фанг,лоу фанг,лоу фарнг,лоу фан,лоу фанг
露,лу,лоу,лоуо,лу,лу
陆军,лу юн,лу чун,лух йиун,лу цзюнь,лу юн
录像,лу xианг,лу хсианг,лух шианк,лу сян,лу xианг
录音机,лу ыин йи,лу ыин чи,лух ин йи,лу инь цзи,лу ыин йи
路过,лу гуо,лу куо,лух гуох,лу го,лу гуо
露,лу,лу,лух,лу,лу
马车,ма че,ма че,маа че,ма чэ,ма че
埋,маи,маи,маи,май,маи
馒头,ман тоу,ман тоу,ман тоу,мань тоу,ман тоу
慢车,ман че,ман че,манн че,мань чэ,ман че
盲人,манг рен,манг йен,манг рен,ман жэнь,манг рен
梅花,меи хуа,меи хуа,меи хуа,мэй хуа,меи хуа
美容,меи ронг,меи юнг,мееи ронг,мэй жун,меи ронг
蒙,менг,менг,менг,мэн,менг
猛,менг,менг,меенг,мэн,менг
棉,миан,миен,миан,мянь,миан
面对面,миан дуи миан,миен туи миен,мианн дуеы мианн,мянь дуй мянь,миан дуи миан
面向,миан xианг,миен хсианг,мианн шианк,мянь сян,миан xианг
妙,миао,миао,миауо,мяо,миао
灭,мие,миех,миех,ме,мие
民歌,мин ге,мин ко,мин ге,минь гэ,мин ге
民工,мин гонг,мин кунг,мин гонг,минь гун,мин гонг
民警,мин йинг,мин чинг,мин йиинг,минь цзин,мин йинг
民意,мин ыи,мин и,мин ыих,минь и,мин ыи
民主,мин жу,мин чу,мин юу,минь чжу,мин чу
名额,минг е,минг е,минг ер,мин э,минг е
名胜,минг шенг,минг шенг,минг шенк,мин шэн,минг шенг
名义,минг ыи,минг и,минг ыих,мин и,минг ыи
名誉,минг ыу,минг ыу,минг ыух,мин юй,минг ыу
明日,минг ри,минг йих,минг рых,мин жи,минг ри
命,минг,минг,минк,мин,минг
膜,мо,мо,мо,мо,мо
磨,мо,мо,мо,мо,мо
没收,меи шоу,мо шоу,мох шоу,мэй шоу,мои шоу
墨水,мо шуи,мо шуи,мох шоеи,мо шуй,мо шуи
母,му,му,муу,му,му
母鸡,му йи,му чи,муу йи,му цзи,му йи
母子,му зи,му тзу,муу тзыы,му цзы,му тзы
墓,му,му,мух,му,му
拿走,на зоу,на цоу,на тзооу,на цзоу,на цоу
奶粉,наи фен,наи фен,нае феен,най фэнь,наи фен
奶牛,наи ниу,наи ниу,нае ниоу,най ню,наи ниу
难忘,нан уоанг,нан уоанг,нан уоанк,ван,нан уоан
内地,неи ди,неи ти,неы дих,нэй ди,неи ди
内外,неи уоаи,неи уоаи,неы уоаы,нэй вай,неи уоаи
内衣,неи ыи,неи и,неы и,нэй и,неи и
能否,ненг фоу,ненг фоу,ненг фооу,нэн фоу,ненг фоу
泥,ни,ни,ни,ни,ни
扭,ниу,ниу,неоу,ню,ниу
排行榜,паи xинг банг,паи ханг панг,паир харнг баанг,пай син бан,паи хинг банг
派出,паи чу,паи чу,паы чу,пай чу,паи чу
判,пан,пан,панн,пань,пан
盼望,пан уоанг,пан уоанг,панн уоанк,пань ван,пан уоан
陪同,пеи тонг,пеи тунг,пеир торнг,пэй тун,пеи тонг
配置,пеи жи,пеи чих,пеы йых,пэй чжи,пеи чих
皮球,пи киу,пи чиу,пыи чыоу,пи цю,пи чиу
偏,пиан,пиен,пиан,пянь,пиан
贫困,пин кун,пин кун,пын куенн,пинь кунь,пин кун
品牌,пин паи,пин паи,пиин паир,пинь пай,пин паи
聘请,пин кинг,пин чинг,пинн чиинг,пинь цин,пин чинг
平凡,пинг фан,пинг фан,пынг фарн,пин фань,пинг фан
平方米,пинг фанг ми,пинг фанг ми,пынг фанг мии,пин фан ми,пинг фанг ми
平衡,пинг хенг,пинг хенг,пынг хернг,пин хэн,пинг хенг
平台,пинг таи,пинг таи,пынг таир,пин тай,пинг таи
评,пинг,пинг,пынг,пин,пинг
评选,пинг xуан,пинг хсуан,пынг шеуан,пин сюань,пинг xуанн
屏幕,пинг му,пинг му,пынг мух,пин му,пинг му
坡,по,по,по,по,по
扑,пу,пу,пу,пу,пу
铺,пу,пу,пу,пу,пу
欺负,ки фу,чи фу,чи фу,ци фу,чи фу
奇妙,ки миао,чи миао,чыи миауо,ци мяо,чи миао
企图,ки ту,чи ту,чии туоу,ци ту,чи ту
起点,ки диан,чи тиен,чии деан,ци дянь,чи диан
起诉,ки су,чи су,чии сух,ци су,чи су
气氛,ки фен,чи фен,чих фен,ци фэнь,чи фен
恰当,киа данг,чиа танг,чиах данк,ця дан,чиа данг
恰好,киа хао,чиа хао,чиах хао,ця хао,чиа хао
恰恰,киа киа,чиа чиа,чиах чиах,ця ця,чиа чиа
牵,киан,чиен,чиан,цянь,чиан
铅笔,киан би,чиен пи,чиан бии,цянь би,чиан би
谦虚,киан xу,чиен хсу,чиан шиу,цянь сюй,чиан xуу
前方,киан фанг,чиен фанг,чыан фанг,цянь фан,чиан фанг
前来,киан лаи,чиен лаи,чыан лаи,цянь лай,чиан лаи
潜力,киан ли,чиен ли,чыан лих,цянь ли,чиан ли
强盗,кианг дао,чианг тао,чыанг дауо,цян дао,чиан дао
强化,кианг хуа,чианг хуа,чыанг хуах,цян хуа,чиан хуа
强势,кианг ши,чианг ших,чыанг шых,цян ши,чиан ши
强壮,кианг жуанг,чианг чуанг,чыанг юанк,цян чжуан,чиан чуанг
桥梁,киао лианг,чиао лианг,чыау лианг,цяо лян,чиао лиан
巧妙,киао миао,чиао миао,чеау миауо,цяо мяо,чиао миао
茄子,кие зи,чиех зи,чые зи,це цзы,чие зи
切实,кие ши,чиех ших,чиех шыр,це ши,чие ши
侵犯,кин фан,чин фан,чин фанн,цинь фань,чин фан
亲属,кин шу,чин шу,чин шуу,цинь шу,чин шу
亲眼,кин ыан,чин ыан,чин ыеан,цинь янь,чин ыан
倾向,кинг xианг,чинг хсианг,чинг шианк,цин сян,чинг xианг
清,кинг,чинг,чинг,цин,чинг
清洁,кинг йие,чинг чиех,чинг йые,цин цзе,чинг йие
清洁工,кинг йие гонг,чинг чиех кунг,чинг йые гонг,цин цзе гун,чинг йие гонг
清明节,кинг минг йие,чинг минг чиех,чинг минг йые,цин мин цзе,чинг минг йие
清洗,кинг xи,чинг хси,чинг шии,цин си,чинг xи
情绪,кинг xу,чинг хсу,чынг шиух,цин сюй,чинг xуу
求职,киу жи,чиу чих,чыоу йыр,цю чжи,чиу чи
球拍,киу паи,чиу паи,чыоу паи,цю пай,чиу паи
球星,киу xинг,чиу хсинг,чыоу шинг,цю син,чиу xинг
球员,киу ыуан,чиу ыуан,чыоу ыуан,цю юань,чиу ыуан
区分,ку фен,чу фен,чиу фен,цюй фэнь,чу фен
渠道,ку дао,чу тао,чыу дауо,цюй дао,чу дао
取款,ку куан,чу куан,чеу коан,цюй куань,чу куан
取款机,ку куан йи,чу куан чи,чеу коан йи,цюй куань цзи,чу куан йи
去掉,ку диао,чу тиао,чиух диауо,цюй дяо,чу диао
权,куан,чуан,чыуан,цюань,чуан
权力,куан ли,чуан ли,чыуан лих,цюань ли,чуан ли
全力,куан ли,чуан ли,чыуан лих,цюань ли,чуан ли
全新,куан xин,чуан хсин,чыуан шин,цюань синь,чуан xин
券,куан,чуан,чиуанн,цюань,чуан
缺陷,куе xиан,чуех хсиен,чиуе шианн,цюэ сянь,чуе xиан
却是,куе ши,чуех ших,чиуех шых,цюэ ши,чуе ши
让座,ранг зуо,янг цо,ранк тзуох,жан цзо,ран цзо
热点,ре диан,йе тиен,рех деан,жэ дянь,ре диан
热水,ре шуи,йе шуи,рех шоеи,жэ шуй,ре шуи
热水器,ре шуи ки,йе шуи чи,рех шоеи чих,жэ шуй ци,ре шуи чи
热线,ре xиан,йе хсиен,рех шианн,жэ сянь,ре xиан
人权,рен куан,йен чуан,рен чыуан,жэнь цюань,рен чуан
认同,рен тонг,йен тунг,ренн торнг,жэнь тун,рен тонг
日夜,ри ые,йих ыех,рых ыех,жи е,ри ые
日语,ри ыу,йих ыу,рых ыеу,жи юй,ри ыу
融合,ронг хе,юнг хо,ронг хер,жун хэ,ронг хе
融入,ронг ру,юнг ю,ронг рух,жун жу,ронг ру
如,ру,ю,ру,жу,ру
如一,ру ыи,ю и,ру и,жу и,ру и
乳制品,ру жи пин,ю чих пин,руу йых пиин,жу чжи пинь,ру чих пин
入,ру,ю,рух,жу,ру
入学,ру xуе,ю хсуех,рух шыуе,жу сюэ,ру xуу
若,руо,йо,руох,жо,руо
塞,саи,саи,саи,сай,саи
赛,саи,саи,саы,сай,саи
赛场,саи чанг,саи чанг,саы чаанг,сай чан,саи чанг
三明治,сан минг жи,сан минг чих,сан минг йых,сань мин чжи,сан минг чих
丧失,санг ши,санг ших,санк шы,сан ши,санг ши
山峰,шан фенг,шан фенг,шан фенг,шань фэн,шан фенг
山谷,шан гу,шан ку,шан гуу,шань гу,шан гу
山坡,шан по,шан по,шан по,шань по,шан по
伤口,шанг коу,шанг коу,шанг кооу,шан коу,шанг коу
伤亡,шанг уоанг,шанг уоанг,шанг уоанг,шан ван,шанг уоан
伤员,шанг ыуан,шанг ыуан,шанг ыуан,шан юань,шанг ыуан
商城,шанг ченг,шанг ченг,шанг чернг,шан чэн,шанг ченг
上当,шанг данг,шанг танг,шанк данк,шан дан,шанг данг
上帝,шанг ди,шанг ти,шанк дих,шан ди,шанг ди
上市,шанг ши,шанг ших,шанк шых,шан ши,шанг ши
上台,шанг таи,шанг таи,шанк таир,шан тай,шанг таи
上演,шанг ыан,шанг ыан,шанк ыеан,шан янь,шанг ыан
勺,шао,шао,шаур,шао,шао
少儿,шао ер,шао ерх,шауо ерл,шао эр,шао ер
舌头,ше тоу,ше тоу,шер тоу,шэ тоу,ше тоу
设计师,ше йи ши,ше чи ших,шех йих шы,шэ цзи ши,ше йи ши
涉及,ше йи,ше чи,шех йыи,шэ цзи,ше йи
深化,шен хуа,шен хуа,шен хуах,шэнь хуа,шен хуа
深深,шен шен,шен шен,шен шен,шэнь шэнь,шен шен
审查,шен ча,шен ча,шеен чар,шэнь ча,шен ча
升级,шенг йи,шенг чи,шенг йыи,шэн цзи,шенг йи
升学,шенг xуе,шенг хсуех,шенг шыуе,шэн сюэ,шенг xуу
升值,шенг жи,шенг чих,шенг йыр,шэн чжи,шенг чи
生活费,шенг хуо феи,шенг хуо феи,шенг хуоо феы,шэн хо фэй,шенг хуо феи
省钱,шенг киан,шенг чиен,шеенг чыан,шэн цянь,шенг чиан
圣诞节,шенг дан йие,шенг тан чиех,шенк данн йые,шэн дань цзе,шенг дан йие
盛行,шенг xинг,шенг хсинг,шенк шынг,шэн син,шенг xинг
师父,ши фу,ших фу,шы фу,ши фу,ши фу
师生,ши шенг,ших шенг,шы шенг,ши шэн,ши шенг
时而,ши ер,ших ерх,шыр ерл,ши эр,ши ер
时节,ши йие,ших чиех,шыр йые,ши цзе,ши йие
时期,ши ки,ших чи,шыр чи,ши ци,ши чи
时时,ши ши,ших ших,шыр шыр,ши ши,ши ши
时装,ши жуанг,ших чуанг,шыр юанг,ши чжуан,ши чуанг
识,ши,ших,шыр,ши,ши
识字,ши зи,ших тзу,шыр тзых,ши цзы,ши тзы
实践,ши йиан,ших чиен,шыр йианн,ши цзянь,ши йиан
食欲,ши ыу,ших ыу,шыр ыух,ши юй,ши ыу
市民,ши мин,ших мин,шых мин,ши минь,ши мин
事后,ши хоу,ших хоу,шых хоуо,ши хоу,ши хоу
试点,ши диан,ших тиен,шых деан,ши дянь,ши диан
适当,ши данг,ших танг,шых данк,ши дан,ши данг
收藏,шоу цанг,шоу цанг,шоу царнг,шоу цан,шоу цанг
收取,шоу ку,шоу чу,шоу чеу,шоу цюй,шоу чу
收养,шоу ыанг,шоу ыанг,шоу ыеанг,шоу ян,шоу ыанг
手续费,шоу xу феи,шоу хсу феи,шооу шиух феы,шоу сюй фэй,шоу xуу феи
首,шоу,шоу,шооу,шоу,шоу
首次,шоу ци,шоу тзу,шооу цых,шоу цы,шоу цы
首脑,шоу нао,шоу нао,шооу нао,шоу нао,шоу нао
首席,шоу xи,шоу хси,шооу шыи,шоу си,шоу xи
首相,шоу xианг,шоу хсианг,шооу шианк,шоу сян,шоу xианг
书房,шу фанг,шу фанг,шу фарнг,шу фан,шу фанг
薯片,шу пиан,шу пиен,шуу пианн,шу пянь,шу пиан
薯条,шу тиао,шу тиао,шуу тыау,шу тяо,шу тиао
双打,шуанг да,шуанг та,шуанг даа,шуан да,шуанг да
爽,шуанг,шуанг,шоанг,шуан,шуанг
水泥,шуи ни,шуи ни,шоеи ни,шуй ни,шуи ни
税,шуи,шуи,шуеы,шуй,шуи
顺,шун,шун,шуенн,шунь,шун
说明书,шуо минг шу,шуо минг шу,шуо минг шу,шо мин шу,шуо минг шу
说实话,шуо ши хуа,шуо ших хуа,шуо шыр хуах,шо ши хуа,шуо ши хуа
司长,си чанг,ссу чанг,сы яанг,сы чан,сы чанг
死亡,си уоанг,ссу уоанг,сыы уоанг,сы ван,сы уоан
四处,си чу,ссу чу,сых чух,сы чу,сы чу
寺,си,ссу,сых,сы,сы
送礼,сонг ли,сунг ли,сонк лии,сун ли,сонг ли
送行,сонг xинг,сунг хсинг,сонк шынг,сун син,сонг xинг
素质,су жи,су чих,сух йых,су чжи,су чих
算了,суан ле,суан ле,суанн ле,суань лэ,суан ле
算是,суан ши,суан ших,суанн шых,суань ши,суан ши
虽,суи,суи,суеи,суй,суи
所,суо,со,суоо,со,суо
踏实,та ши,та ши,та ши,та ши,та ши
塔,та,та,таа,та,та
台灯,таи денг,таи тенг,таир денг,тай дэн,таи денг
太阳能,таи ыанг ненг,таи ыанг ненг,таы ыанг ненг,тай ян нэн,таи ыанг ненг
叹气,тан ки,тан чи,танн чих,тань ци,тан чи
探索,тан суо,тан со,танн суоо,тань со,тан суо
探讨,тан тао,тан тао,танн тао,тань тао,тан тао
趟,танг,танг,танк,тан,танг
掏,тао,тао,тау,тао,тао
特,те,те,тех,тэ,те
特大,те да,те та,тех дах,тэ да,те да
特地,те ди,те ти,тех дих,тэ ди,те ди
特快,те куаи,те куаи,тех куаы,тэ куай,те куаи
特意,те ыи,те и,тех ыих,тэ и,те ыи
疼痛,тенг тонг,тенг тунг,тернг тонк,тэн тун,тенг тонг
踢,ти,ти,ти,ти,ти
提交,ти йиао,ти чиао,тыи йиау,ти цзяо,ти йиао
提升,ти шенг,ти шенг,тыи шенг,ти шэн,ти шенг
天然,тиан ран,тиен ян,тиан ран,тянь жань,тиан ран
天堂,тиан танг,тиен танг,тиан тарнг,тянь тан,тиан танг
天下,тиан xиа,тиен хсиа,тиан шиах,тянь ся,тиан xиа
添,тиан,тиен,тиан,тянь,тиан
田,тиан,тиен,тыан,тянь,тиан
田径,тиан йинг,тиен чинг,тыан йинк,тянь цзин,тиан йинг
跳水,тиао шуи,тиао шуи,тиауо шоеи,тяо шуй,тиао шуи
听取,тинг ку,тинг чу,тинг чеу,тин цюй,тинг чу
通报,тонг бао,тунг пао,тонг бауо,тун бао,тонг бао
通道,тонг дао,тунг тао,тонг дауо,тун дао,тонг дао
通红,тонг хонг,тунг хунг,тонг хорнг,тун хун,тонг хонг
通话,тонг хуа,тунг хуа,тонг хуах,тун хуа,тонг хуа
通行,тонг xинг,тунг хсинг,тонг шынг,тун син,тонг xинг
通讯,тонг xун,тунг хсун,тонг шиунн,тун сюнь,тонг xунн
同,тонг,тунг,торнг,тун,тонг
同胞,тонг бао,тунг пао,торнг бау,тун бао,тонг бао
同行,тонг xинг,тунг ханг,торнг харнг,тун син,тонг хинг
同期,тонг ки,тунг чи,торнг чи,тун ци,тонг чи
同一,тонг ыи,тунг и,торнг и,тун и,тонг и
铜牌,тонг паи,тунг паи,торнг паир,тун пай,тонг паи
头疼,тоу тенг,тоу тенг,тоур тернг,тоу тэн,тоу тенг
投票,тоу пиао,тоу пиао,тоур пиауо,тоу пяо,тоу пиао
透露,тоу лу,тоу лу,тоуо лух,тоу лу,тоу лу
图书,ту шу,ту шу,туоу шу,ту шу,ту шу
徒弟,ту ди,ту ти,туоу дих,ту ди,ту ди
途径,ту йинг,ту чинг,туоу йинк,ту цзин,ту йинг
土,ту,ту,туу,ту,ту
团队,туан дуи,туан туи,туоан дуеы,туань дуй,туан дуи
推出,туи чу,туи чу,туеи чу,туй чу,туи чу
退票,туи пиао,туи пиао,туеы пиауо,туй пяо,туи пиао
吞,тун,тун,туен,тунь,тун
托,туо,то,туо,то,ту
拖,туо,то,туо,то,ту
拖鞋,туо xие,то хсиех,туо шые,то се,ту xие
挖,уоа,уоа,уа,ва,уо
娃娃,уоа уоа,уоа уоа,уоа уоа,ва ва,уоа уоа
外币,уоаи би,уоаи пи,уоаы бих,вай би,уоаи би
外部,уоаи бу,уоаи пу,уоаы бух,вай бу,уоаи бу
外出,уоаи чу,уоаи чу,уоаы чу,вай чу,уоаи чу
外观,уоаи гуан,уоаи куан,уоаы гуан,вай гуань,уоаи гуан
外科,уоаи ке,уоаи ко,уоаы ке,вай кэ,уоаи ке
外来,уоаи лаи,уоаи лаи,уоаы лаи,вай лай,уоаи лаи
外头,уоаи тоу,уоаи тоу,уоаы тоу,вай тоу,уоаи тоу
外衣,уоаи ыи,уоаи и,уоаы и,вай и,уоаи и
外资,уоаи зи,уоаи тзу,уоаы тзы,вай цзы,уоаи тзы
弯曲,уоан ку,уоан чу,уан чиу,вань цюй,уоан чу
顽皮,уоан пи,уоан пи,уоан пыи,вань пи,уоан пи
顽强,уоан кианг,уоан чианг,уоан чыанг,вань цян,уоан чиан
王后,уоанг хоу,уоанг хоу,уоанг хоуо,ван хоу,уоан хоу
王子,уоанг зи,уоанг тзу,уоанг тзыы,ван цзы,уоан тзы
网吧,уоанг ба,уоанг па,уооанг ба,ван ба,уоанг ба
网页,уоанг ые,уоанг ыех,уооанг ыех,ван е,уоанг ые
往后,уоанг хоу,уоанг хоу,уооанг хоуо,ван хоу,уоанг хоу
往来,уоанг лаи,уоанг лаи,уооанг лаи,ван лай,уоанг лаи
往年,уоанг ниан,уоанг ниен,уооанг ниан,ван нянь,уоанг ниан
望见,уоанг йиан,уоанг чиен,уоанк йианн,ван цзянь,уоан йиан
危机,уоеи йи,уоеи чи,уеи йи,вэй цзи,уоеи йи
威胁,уоеи xие,уоеи хсиех,уеи шые,вэй се,уоеи xие
微波炉,уоеи бо лу,уоеи по лу,уеи бо лу,вэй бо лу,уоеи бо лу
维生素,уоеи шенг су,уоеи шенг су,уоеи шенг сух,вэй шэн су,уоеи шенг су
为此,уоеи ци,уоеи тзу,уоеы цыы,вэй цы,уоеи цы
为何,уоеи хе,уоеи хо,уоеы хер,вэй хэ,уоеи хе
文娱,уоен ыу,уоен ыу,уоен ыу,вэнь юй,уоен ыу
卧铺,уоо пу,уоо пу,уоох пух,во пу,уоо пу
乌云,уоу ыун,уоу ыун,у ыун,у юнь,уо ыун
无边,уоу биан,уоу пиен,уоу биан,у бянь,уо биан
无关,уоу гуан,уоу куан,уоу гуан,у гуань,уо гуан
无效,уоу xиао,уоу хсиао,уоу шиауо,у сяо,уо xиао
舞蹈,уоу дао,уоу тао,уоуу дао,у дао,уоу дао
物品,уоу пин,уоу пин,уоух пиин,у пинь,уоу пин
误,уоу,уоу,уоух,у,уоу
西班牙语,xи бан ыа ыу,хси пан ыа ыу,ши бан ыа ыеу,си бань я юй,xи бан ыа ыу
吸毒,xи ду,хси ту,ши дуоу,си ду,xи ду
牺牲,xи шенг,хси шенг,ши шенг,си шэн,xи шенг
洗衣粉,xи ыи фен,хси и фен,шии и феен,си и фэнь,xи и фен
戏曲,xи ку,хси чу,ших чеу,си цюй,xи чу
细胞,xи бао,хси пао,ших бау,си бао,xи бао
细菌,xи юн,хси чун,ших йиун,си цзюнь,xи юн
先锋,xиан фенг,хсиен фенг,шиан фенг,сянь фэн,xиан фенг
嫌,xиан,хсиен,шыан,сянь,xиан
显出,xиан чу,хсиен чу,шеан чу,сянь чу,xиан чу
险,xиан,хсиен,шеан,сянь,xиан
线路,xиан лу,хсиен лу,шианн лух,сянь лу,xиан лу
陷入,xиан ру,хсиен ю,шианн рух,сянь жу,xиан ру
响声,xианг шенг,хсианг шенг,шеанг шенг,сян шэн,xианг шенг
消耗,xиао хао,хсиао хао,шиау хауо,сяо хао,xиао хао
消灭,xиао мие,хсиао миех,шиау миех,сяо ме,xиао мие
小费,xиао феи,хсиао феи,шеау феы,сяо фэй,xиао феи
小麦,xиао маи,хсиао маи,шеау маы,сяо май,xиао маи
小于,xиао ыу,хсиао ыу,шеау ыу,сяо юй,xиао ыу
笑脸,xиао лиан,хсиао лиен,шиауо леан,сяо лянь,xиао лиан
笑容,xиао ронг,хсиао юнг,шиауо ронг,сяо жун,xиао ронг
笑声,xиао шенг,хсиао шенг,шиауо шенг,сяо шэн,xиао шенг
协会,xие хуи,хсиех хуи,шые хуеы,се хуэй,xие хуи
协商,xие шанг,хсиех шанг,шые шанг,се шан,xие шанг
协调,xие диао,хсиех тиао,шые тыау,се дяо,xие диао
协助,xие жу,хсиех чу,шые юх,се чжу,xие чу
写字楼,xие зи лоу,хсиех тзу лоу,шиее тзых лоу,се цзы лоу,xие тзы лоу
写字台,xие зи таи,хсиех тзу таи,шиее тзых таир,се цзы тай,xие тзы таи
心灵,xин линг,хсин линг,шин линг,синь лин,xин линг
心愿,xин ыуан,хсин ыуан,шин ыуанн,синь юань,xин ыуан
心脏,xин занг,хсин цанг,шин тзанк,синь цзан,xин цанг
心脏病,xин занг бинг,хсин цанг пинг,шин тзанк бинк,синь цзан бин,xин цанг бинг
新人,xин рен,хсин йен,шин рен,синь жэнь,xин рен
新兴,xин xинг,хсин хсинг,шин шинг,синь син,xин xинг
信仰,xин ыанг,хсин ыанг,шинн ыеанг,синь ян,xинн ыанг
信用,xин ыонг,хсин ыунг,шинн ыонк,синь юн,xинн ыонг
兴旺,xинг уоанг,хсинг уоанг,шинг уоанк,син ван,xинг уоан
行程,xинг ченг,хсинг ченг,шынг чернг,син чэн,xинг ченг
形,xинг,хсинг,шынг,син,xинг
