Pinyin,Wade-Giles,Romatzyh
жиненг,чихненг,йырненг
жиуоеи,чихуоеи,йыруоеы
жиуоу,чихуоу,йыруоух
жийиан,чихчиен,йыыйианн
жибиао,чихпиао,йыыбиау
жийиа,чихйиа,йыыйиа
жиши,чихших,йыышых
жизе,чихце,йыытзер
жи,чих,йых
жиченг,чихченг,йыхчернг
жиыуе,чихыуех,йыхиуе
жи’ан,чихан,йыхан
жили,чихли,йыхлии
жонгдуан,чунгтуан,йонгдуанн
жонгкиуйие,чунгчиучиех,йонгчиоуйые
жонгыанг,чунгыанг,йонгианг
жонгыао,чунгыао,йонгыауо
жонгдиан,чунгтиен,йонгдеан
жонгшен,чунгшен,йонгшен
жонгжи,чунгчих,йонгйыы
жонгду,чунгту,йонкдуоу
жонгдуо,чунгто,йонкдуо
жоуки,чоучи,йоучи
жузи,чузи,йуоузи
жубан,чупан,юубанн
жудао,чутао,юудао
жугуан,чукуан,юугуан
жугуан,чукуан,юугоан
жути,чути,юутии
жули,чули,юхлии
жушоу,чушоу,юхшооу
жуце,чуце,юхцех
жуше,чуше,юхшех
жуши,чуших,юхшых
жужонг,чучунг,юхйонк
жухе,чухо,юххех
жуанйи,чуанчи,юанйыи
жуанли,чуанли,юанлих
жуанхуа,чуанхуа,йоанхуах
жуанхуан,чуанхуан,йоанхуанн
жуанранг,чуанянг,йоанранк
жуанxианг,чуанхсианг,йоаншианк
жуангши,чуангших,юангшых
жуанг,чуанг,юанк
зибен,тзупен,тзыбеен
зичан,тзучан,тзычаан
зижу,тзучу,тзыюх
зидан,тзутан,тзыыданн
зиxи,тзухси,тзыыших
зи,тзу,тзыы
зихао,тзухао,тзыххаур
зиша,тзуша,тзыхша
зиыуан,тзуыуан,тзыхыуанн
зонгцаи,цунгцаи,тзоонгцаир
зонгшу,цунгшу,тзоонгшух
зонгсуан,цунгсуан,тзоонгсуанн
зонгти,цунгти,тзоонгтии
зу’аи,цуаи,тзууаы
зужи,цучих,тзууйы
зуи,цуи,тзуеы
зунйинг,цунчинг,тзуенйинк
зунжонг,цунчунг,тзуенйонк
аиже,аиже,аиже
аи,аи,аир
аида,аита,аирдаа
анйиан,анчиен,анйеан
багонг,пакунг,бахгонг
бале,пале,бахле
баилинг,паилинг,баирлиинг
баифендиан,паифентиен,баефендеан
бангонг,панкунг,баннгонг
баншичу,паншихчу,банншыхчух
банxуе,панхсуех,банншыуе
банюесаи,панчуехсаи,баннйыуесаы
бангуоан,пангуоан,банкуооан
баойиан,паочиен,баойианн
баокан,паокан,бауокан
баокао,паокао,бауокао
баокиан,паочиен,бауочианн
баофенгыу,паофенгыу,бауофенгыеу
баоли,паоли,бауолих
баолу,паолу,бауолух
баоыу,паоыу,бауоыеу
бао,пао,бауо
баофа,паофа,бауофа
баожа,паоча,бауоях
беицан,пеицан,беицаан
беиxин,пеихсин,беышин
беигао,пеикао,беыгауо
бенпао,пенпао,бенпао
бен,пен,беен
бенди,пенти,беендих
бенки,пенчи,беенчи
беншен,пеншен,бееншен
бенту,пенту,беентуу
бенжи,пенчих,беенйых
би,пи,би
биши,пиших,биишых
бийианг,пичианг,бихйианг
биxиу,пихсиу,бихшиоу
би,пи,бих
бианыуан,пиеныуан,бианыуан
бианжи,пиенчих,бианйых
биангенг,пиенкенг,бианнгенг
бианхуан,пиенхуан,бианнхуанн
бианxинг,пиенхсинг,бианншынг
биан,пиен,бианн
бианши,пиенших,бианншых
бианди,пиенти,бианндих
бингфанг,пингфанг,бинкфарнг
бингкинг,пингчинг,бинкчынг
бода,пота,бодаа
бодонг,потунг,бодонк
боланг,поланг,боланк
бо,по,бо
букао,пукао,буукао
буке,пуко,буукех
буxи,пухси,буушыи
бужу,пучу,бууюх
бу,пу,буу
бученг,пученг,бухчернг
буйин,пучин,бухйин
буйинйин,пучинчин,бухйиинйиин
бутонг,путунг,бухтонг
бузенме,пуценме,бухтзеенме
бузенмеыанг,пуценмеыанг,бухтзеенмеыанк
бужи,пучих,бухйыр
буман,пуман,бухмаан
будуи,путуи,бухдуеы
цаина,цаина,цаенах
цаи,цаи,цае
цансаи,цансаи,цансаы
цанжан,цанчан,цаняан
цан,цан,цан
цанйи,цанчи,царнйыи
цанйирен,цанчийен,царнйыирен
цанку,цанку,царнкух
цан,цан,цаан
цангку,цангку,цангкух
цаозонг,цаоцунг,цаутзонк
цесуо,цесо,цехсуоо
це,це,цех
цединг,цетинг,цехдинк
цехуа,цехуа,цеххуах
ценгмиан,ценгмиен,цернгмианн
чаыи,чаи,чаыих
чачу,чачу,чарчу
чакан,чакан,чарканн
чаикиан,чаичиен,чаичиан
чанлианг,чанлианг,чаанлианк
чангшенг,чангшенг,чангшенк
чангдуан,чангтуан,чарнгдоан
чангйиа,чангчиа,чарнгйиах
чангйиу,чангчиу,чарнгйеоу
чангпао,чангпао,чарнгпао
чангыуан,чангыуан,чарнгыеуан
чанггуи,чангкуеи,чарнггуеи
чангниан,чангниен,чарнгниан
чангшанг,чангшанг,чаангшанг
чангди,чангти,чаангдих
чанггуан,чангкуан,чаанггоан
чангйинг,чангчинг,чаангйиинг
чангтонг,чангтунг,чанктонг
чао,чао,чау
чаочу,чаочу,чаучу
чао,чао,чао
чаогу,чаоку,чаогуу
чаозуо,чаоцо,чаотзуох
чехао,чехао,чехауо
чепаи,чепаи,чепаир
чежан,чечан,чеяан
чели,чели,чехли
чеxиао,чехсиао,чехшиау
ченг,ченг,ченг
ченг,ченг,чернг
ченгфен,ченгфен,чернгфенн
ченгпин,ченгпин,чернгпиин
ченгнуо,ченгно,чернгнуох
ченгку,ченгчу,чернгчиу
ченгxианг,ченгхсианг,чернгшианг
ченгжен,ченгчен,чернгйенн
чиыоу,чихыу,чырыеоу
чонгйи,чунгчи,чонгйи
чонгйиан,чунгчиен,чорнгйианн
чонгзу,чунгцу,чорнгтзуу
чонгбаи,чунгпаи,чорнгбаы
чонгуоу,чунгуоу,чоонгуоух
чонг,чунг,чонг
чучанг,чучанг,чучаанг
чудонг,чутунг,чудонк
чуфанг,чуфанг,чуфаанг
чулу,чулу,чулух
чумиан,чумиен,чумианн
чуминг,чуминг,чуминг
чуру,чую,чурух
чуши,чуших,чушых
чутаи,чутаи,чутаир
чуxинг,чухсинг,чушынг
чуденг,чутенг,чудеенг
чу,чу,чуоу
чуши,чуших,чуоушы
чуцун,чуцун,чууцуоен
чучу,чучу,чухчух
чужанг,чучанг,чухяанг
чуанчу,чуанчу,чуоанчу
чуанмеи,чуанмеи,чуоанмеи
чуаншу,чуаншу,чуоаншу
чуаныан,чуаныан,чуоаныан
чуаныуан,чуаныуан,чуоаныуан
чуанжанг,чуанчанг,чуоаняанг
чуанжи,чуанчих,чуоанйы
чуан,чуан,чуанн
чуангкоу,чуангкоу,чуангкооу
чуангбан,чуангпан,чуанкбанн
чуангйиан,чуангчиен,чуанкйианн
чуангыи,чуанги,чуанкыих
цичу,тзучу,цыычух
цици,тзутзу,цыыцых
цикиан,тзучиен,цыычыан
циши,тзуших,цыышых
цижи,тзучих,цыыйых
цишу,тзушу,цыхшух
цонгбу,цунгпу,цорнгбух
цонгмеи,цунгмеи,цорнгмеи
цу,цу,цух
цунжуанг,цунчуанг,цуенюанг
цуогуо,цокуо,цуохгуох
да,та,да
даданг,татанг,даданк
дапеи,тапеи,дапеы
дадонг,татунг,даадонк
дадуан,татуан,даадуанн
дафа,тафа,даафа
дагуанси,такуанси,даагуанси
дапаи,тапаи,даапаир
даыинйи,таыинчи,дааыиннйи
дазао,тацао,даатзауо
дадао,татао,дахдауо
дайие,тачиех,дахйие
дали,тали,дахлих
дами,тами,дахмии
дапи,тапи,дахпи
дасаи,тасаи,дахсаы
даши,таших,дахшы
даши,таших,дахшыы
даихуир,таихуир,даихуеыр
даныоу,таныу,даниоу
данда,танта,дандаа
даншенг,таншенг,данншенг
данг,танг,даанг
данг,танг,данг
дангтиан,тангтиен,дангтиан
дангзуо,тангцо,данктзуох
данг’ан,танган,данканн
дао,тао,дао
даоки,таочи,дауочи
даобан,таопан,дауобаан
даойиао,таочиао,дауойиауо
даокиан,таочиен,дауочианн
дитоу,титоу,дитоур
диуоен,тиуоен,диуен
ди,ти,ди
дида,тита,диидар
диканг,тиканг,дииканк
дибан,типан,дихбаан
диминг,тиминг,дихминг
диxиаши,тихсиаших,дихшиахшых
дианче,тиенче,дианнче
диандонг,тиентунг,дианндонк
дианли,тиенли,дианнлих
дианки,тиенчи,дианнчих
диао,тиао,диауо
диаоыан,тиаоыан,диауоыан
дие,тиех,дие
дингйиа,тингчиа,динкйиах
дингши,тингших,динкшыр
дингуоеи,тингуоеи,динкуоеы
донгхуа,тунгхуа,донкхуах
доуженг,тоученг,доуойенг
души,туших,душых
дупин,тупин,дуоупиин
ду,ту,дуу
дубо,тупо,дуубор
ду,ту,дух
дуан,туан,дуан
дуанпиан,туанпиен,доанпианн
дуиканг,туиканг,дуеыканк
дуиуоаи,туиуоаи,дуеыуоаы
дун,тун,дуен
дуобан,топан,дуобанн
дуофангмиан,тофангмиен,дуофангмианн
дуомеити,томеити,дуомеитии
дуо,то,дуоо
дуоку,точу,дуоочеу
енрен,енйен,енрен
ерке,ерхко,ерлке
фабинг,фапинг,фабинк
фадиан,фатиен,фадианн
фафанг,фафанг,фафанк
фану,фану,фанух
факи,фачи,фачии
фаыанрен,фаыанйен,фаыанрен
фаыан,фаыан,фаыан
фатинг,фатинг,фаатынг
фаыу,фаыу,фааыеу
фан,фан,фан
фанкие,фанчиех,фанчые
фанши,фанших,фарншых
фанжи,фанчих,фарнйыр
фанканг,фанканг,фаанканк
фануоен,фануоен,фаануоенн
фанxианг,фанхсианг,фааншеанг
фан,фан,фанн
фангуи,фанкуеи,фаннгуеи
фанзуи,фанцуи,фаннтзуеы
фангфан,фангфан,фарнгфанн
фангшоу,фангшоу,фарнгшооу
фангйиа,фангчиа,фарнгйиах
фангфу,фангфу,фаангфуоу
феичуан,феичуан,феичуоан
феиxингыуан,феихсингыуан,феишынгыуан
феи,феи,феы
фенгонг,фенкунг,фенгонг
фенлие,фенлиех,фенлиех
фенну,фенну,фенннух
фенгбао,фенгпао,фенгбауо
фенгхуи,фенгхуи,фенгхуеы
фенгxиан,фенгхсиен,фенкшианн
фо,фо,фор
фойиао,фочиао,форйиауо
фу,фу,фуоу
фу,фу,фуоу
фузи,футзу,фухтзыы
фу,фу,фух
фусу,фусу,фухсу
фу,фу,фух
фу,фу,фух
фурен,фуйен,фухрен
фуыоу,фуыу,фухыеоу
гаижуанг,каичуанг,гаеюанг
ганше,канше,ганшех
ган,кан,ган
ган,кан,ган
ганманг,канманг,гаанманг
ганшанг,каншанг,гааншанк
ганыу,каныу,гааныу
ганрен,канйен,гаанрен
гангхао,кангхао,гангхао
гангуоеи,кангуоеи,гаангуоеы
гангкоу,кангкоу,гаангкооу
гаоценг,каоценг,гауцернг
гаоданг,каотанг,гауданк
гаоденг,каотенг,гаудеенг
гаофенг,каофенг,гауфенг
гаокао,каокао,гаукао
гаокейи,каокочи,гаукейих
гаошоу,каошоу,гаушооу
гаози,каози,гаози
гечанг,кочанг,гечанк
геци,котзу,гецыр
геxинг,кохсинг,гешинг
геxин,кохсин,гершин
генгши,кенгших,генкшых
гонгшанг,кунгшанг,гонгшанг
гонг,кунг,гонг
гонган,кунган,гонган
гонгйи,кунгчи,гонгйи
гонгжонг,кунгчунг,гонгйонк
гонгжу,кунгчу,гонгюу
гонгйи,кунгчи,гонгйи
гонгйи,кунгчи,гонгйии
гонг,кунг,гонг
гонггу,кунгку,гоонггух
гонгxиан,кунгхсиен,гонкшианн
гоуйиан,коучиен,гоуойианн
гуду,куту,гудуоу
гуер,куерх,гуерл
гугу,кугу,гугу
гудиан,кутиен,гуудеан
гу,ку,гуу
гудонг,кутунг,гуудонг
гупиао,купиао,гуупиауо
гужанг,кучанг,гухянк
гу,ку,гух
гуа,куа,гуа
гуаи,куаи,гоаи
гуанаи,куанаи,гуанаы
гуанлиан,куанлиен,гуанлиан
гуангуанг,куанкуанг,гуангуанг
гуанси,куанси,гуанси
гуандао,куантао,гоандауо
гуангхуи,куангхуи,гуангхуеи
гуангкуо,куангкуо,гоангкуох
гуидао,куеитао,гоеидауо
гуи,куеи,гуеы
гуочан,куочан,гуоочаан
гуоге,куоко,гуооге
гуохуи,куохуи,гуоохуеы
гуоки,куочи,гуоочыи
гуоуоанг,куоуоанг,гуооуоанг
гуойианг,куочианг,гуоойианк
гуошу,куошу,гуоошух
гуоду,куоту,гуохдух
гуохоу,куохоу,гуоххоуо
гуоши,куоших,гуохшыр
хаибао,хаипао,хаебауо
хаиди,хаити,хаедии
хаиюн,хаичун,хаейиун
хаиланг,хаиланг,хаеланк
хаиуоаи,хаиуоаи,хаеуоаы
хаиуоан,хаиуоан,хаеуан
хаиыанг,хаиыанг,хаеыанг
хаоронгыи,хаоюнги,хаоронгыих
хаоси,хаоссу,хаосых
хаожуан,хаочуан,хаойоан
хеыуе,хоыуех,хериуе
хеxие,хохсиех,хершые
хеxин,хохсин,хершин
хеиые,хеиыех,хеиыех
хеннаншуо,хеннаншуо,хееннаншуо
хен,хен,хеен
хенг,хенг,хернг
хенглианг,хенглианг,хернглианг
хонгда,хунгта,хорнгдах
хонгшуи,хунгшуи,хорнгшоеи
ху,ху,хуоу
худонг,хутунг,хухдонк
хууоаи,хууоаи,хухуоаы
ху,ху,хух
хуафеи,хуафеи,хуафеы
хуапинг,хуапинг,хуапынг
хуашенг,хуашенг,хуашенг
хуайие,хуачиех,хуахйиее
хуанxианг,хуанхсианг,хуанншеанг
хуанже,хуанче,хуаннйее
хуангди,хуангти,хуоангдих
хуиыинг,хуиыинг,хуоеиыинк
хуи,хуи,хоеи
хуийиан,хуичиен,хуеыйианн
хуижанг,хуичанг,хуеыяанг
хуихуа,хуихуа,хуеыхуах
хун,хун,хуен
хунхе,хунхо,хуеннхер
хунлуан,хунлуан,хуеннлуанн
хуоыуе,хуоыуех,хуооыуех
хуойиан,хуочиен,хуоойианн
йидонгче,читунгче,йидонкче
йигуан,чикуан,йигуан
йиxие,чихсиех,йишиех
йидуйиао,читучиао,йидуйиауо
йикинг,чичинг,йичынг
йили,чили,йыилих
йиxианг,чихсианг,йыишыанг
йидуан,читуан,йыидуан
йийиу,чичиу,йыийиоуо
йибинг,чипинг,йыибинк
йи,чи,йыи
йиыу,чиыу,йииыеу
йиаменг,чиаменг,йиаменг
йиадиан,чиатиен,йиадианн
йиаыуан,чиаыуан,йиаыуан
йиабин,чиапин,йиабин
йиари,чиайих,йиахрых
йиан,чиен,йиан
йианце,чиенце,йианцех
йианду,чиенту,йианду
йиан,чиен,йеан
йианйие,чиенчиех,йеанйиех
йиан,чиен,йианн
йиандинг,чиентинг,йианндинк
йиан,чиен,йианн
йиангюн,чиангчун,йиангйиун
йиангке,чиангко,йеангкех
йианг,чианг,йианк
йиангыоу,чиангыу,йианкыоу
йиао’ао,чиаоао,йиауауо
йиаодиан,чиаотиен,йиаудеан
йиаоыин,чиаоыин,йеауыинн
йиао,чиао,йиауо
йиаотанг,чиаотанг,йиауотарнг
йиаоыубу,чиаоыупу,йиауоыухбух
йиешоу,чиехшоу,йиешоу
йие,чиех,йие
йиетоу,чиехтоу,йиетоур
йие,чиех,йые
йиейиари,чиехчиайих,йыейиахрых
йиененг,чиехненг,йыененг
йиезоу,чиехцоу,йыетзоуо
йиечу,чиехчу,йыечу
йиежи,чиехчих,йыейыы
йиежи,чиехчих,йыейых
йиешуо,чиехшуо,йиеешуо
йие,чиех,йиех
йие,чиех,йиех
йиейиан,чиехчиен,йиехйианн
йине,чине,йинер
йинкиан,чинчиен,йинчыан
йинронг,чинюнг,йинронг
йин,чин,йинн
йингонг,чинкунг,йиннгонг
йинри,чинйих,йиннрых
йинши,чинших,йинншых
йингрен,чингйен,йингрен
йингxи,чингхси,йингшии
йинг,чинг,йинг
йингмеи,чингмеи,йингмееи
йингпин,чингпин,йингпиин
йинг,чинг,йиинг
йинг,чинг,йиинг
йингдиан,чингтиен,йиингдеан
йинг,чинг,йинк
йиуфен,чиуфен,йиоуфен
йиуженг,чиученг,йиоуйенк
йиушуи,чиушуи,йеоушоеи
йиуминг,чиуминг,йиоуоминк
йиуыуан,чиуыуан,йиоуоыуан
йиужу,чиучу,йиоуоюх
йиушишуо,чиушихшуо,йиоуошыхшуо
йиусуан,чиусуан,йиоуосуанн
ю,чу,йыу
ю,чу,йиух
ю,чу,йиух
юан,чуан,йиуан
юанкуан,чуанкуан,йиуанкоан
юанзенг,чуанценг,йиуантзенк
юанжу,чуанчу,йиуанюх
юеце,чуехце,йыуецех
юеуоу,чуехуоу,йыуеуоух
юе,чуех,йыуе
юедадуошу,чуехтатошу,йыуедахдуошух
юндуи,чунтуи,йиундуеы
юнйиан,чунчиен,йиунйианн
юнши,чунших,йиуншых
каичуанг,каичуанг,каичуанк
каигуан,каикуан,каигуан
каише,каише,каишех
каитонг,каитунг,каитонг
каитоу,каитоу,каитоур
каиыече,каиыехче,каиыехче
кан,кан,кан
кангуан,канкуан,кангоан
кандеки,кандечи,канндечии
канзуо,канцо,каннтзуох
кангфу,кангфу,кангфух
кангыи,канги,канкыих
каочанг,каочанг,каочаанг
каоти,каоти,каотыи
кеыан,коыан,кеыан
кече,коче,кехче
кен,кен,кеен
конгюн,кунгчун,конгйиун
коуши,коуших,кооушых
коу,коу,коуо
ку,ку,кух
куа,куа,куах
куаиче,куаиче,куаыче
куанкуо,куанкуо,куанкуох
куанг,куанг,куанк
куо,куо,куох
лаиуоанг,лаиуоанг,лаиуооанг
лаи,лаи,лаы
ланму,ланму,ланмух
ланлинг,ланлинг,ланлиинг
лантиан,лантиен,лантиан
лан,лан,лаан
лао,лао,лау
лаоxианг,лаохсианг,лаошианг
ленгки,ленгчи,леенгчих
ленгшуи,ленгшуи,леенгшоеи
литанг,литанг,лиитарнг
ли,ли,лии
лицаи,лицаи,лиицаир
лижи,личих,лиийых
ли,ли,лих
ли,ли,лих
лианменг,лиенменг,лианменг
лиансаи,лиенсаи,лиансаы
лианшоу,лиеншоу,лианшооу
лиангxие,лиангхсиех,лиангшые
лиангце,лиангце,леангцех
лиангшоу,лиангшоу,леангшооу
лиао,лиао,лиау
лиаотианр,лиаотиенр,лиаутианр
лиао,лиао,лиауо
лиао,лиао,лиауо
лие,лиех,лиех
лингхуо,лингхуо,лингхуоо
лингку,лингчу,лиингчеу
лингxиу,лингхсиу,лиингшиоуо
линг,линг,линк
лиуыан,лиуыан,лиоуыан
лиуган,лиукан,лиоугаан
лоудао,лоутао,лоудауо
лоуфанг,лоуфанг,лоуфарнг
лоу,лоу,лоуо
луюн,лучун,лухйиун
луxианг,лухсианг,лухшианк
луыинйи,луыинчи,лухинйи
лугуо,лукуо,лухгуох
лу,лу,лух
маче,маче,мааче
маи,маи,маи
мантоу,мантоу,мантоу
манче,манче,маннче
мангрен,мангйен,мангрен
меихуа,меихуа,меихуа
меиронг,меиюнг,мееиронг
менг,менг,менг
менг,менг,меенг
миан,миен,миан
миандуимиан,миентуимиен,мианндуеымианн
мианxианг,миенхсианг,мианншианк
миао,миао,миауо
мие,миех,миех
минге,минко,минге
мингонг,минкунг,мингонг
минйинг,минчинг,минйиинг
миныи,мини,миныих
минжу,минчу,минюу
минг’е,минге,мингер
мингшенг,мингшенг,мингшенк
мингыи,минги,мингыих
мингыу,мингыу,мингыух
мингри,мингйих,мингрых
минг,минг,минк
мо,мо,мо
мо,мо,мо
мошоу,мошоу,мохшоу
мошуи,мошуи,мохшоеи
му,му,муу
муйи,мучи,мууйи
музи,мутзу,муутзыы
му,му,мух
назоу,нацоу,натзооу
наифен,наифен,наефеен
наиниу,наиниу,наениоу
нануоанг,нануоанг,нануоанк
неиди,неити,неыдих
неиуоаи,неиуоаи,неыуоаы
неиыи,неии,неыи
ненгфоу,ненгфоу,ненгфооу
ни,ни,ни
ниу,ниу,неоу
паихангбанг,паихангпанг,паирхарнгбаанг
паичу,паичу,паычу
пан,пан,панн
пануоанг,пануоанг,паннуоанк
пеитонг,пеитунг,пеирторнг
пеижи,пеичих,пеыйых
пикиу,пичиу,пыичыоу
пиан,пиен,пиан
пинкун,пинкун,пынкуенн
пинпаи,пинпаи,пиинпаир
пинкинг,пинчинг,пиннчиинг
пингфан,пингфан,пынгфарн
пингфангми,пингфангми,пынгфангмии
пингхенг,пингхенг,пынгхернг
пингтаи,пингтаи,пынгтаир
пинг,пинг,пынг
пингxуан,пингхсуан,пынгшеуан
пингму,пингму,пынгмух
по,по,по
пу,пу,пу
пу,пу,пу
кифу,чифу,чифу
кимиао,чимиао,чыимиауо
киту,читу,чиитуоу
кидиан,читиен,чиидеан
кису,чису,чиисух
кифен,чифен,чихфен
киаданг,чиатанг,чиахданк
киахао,чиахао,чиаххао
киакиа,чиачиа,чиахчиах
киан,чиен,чиан
кианби,чиенпи,чианбии
кианxу,чиенхсу,чианшиу
кианфанг,чиенфанг,чыанфанг
кианлаи,чиенлаи,чыанлаи
кианли,чиенли,чыанлих
киангдао,чиангтао,чыангдауо
киангхуа,чиангхуа,чыангхуах
киангши,чиангших,чыангшых
киангжуанг,чиангчуанг,чыангюанк
киаолианг,чиаолианг,чыаулианг
киаомиао,чиаомиао,чеаумиауо
киези,чиехзи,чыези
киеши,чиехших,чиехшыр
кинфан,чинфан,чинфанн
киншу,чиншу,чиншуу
киныан,чиныан,чиныеан
кингxианг,чингхсианг,чингшианк
кинг,чинг,чинг
кингйие,чингчиех,чингйые
кингйиегонг,чингчиехкунг,чингйыегонг
кингмингйие,чингмингчиех,чингмингйые
кингxи,чингхси,чингшии
кингxу,чингхсу,чынгшиух
киужи,чиучих,чыоуйыр
киупаи,чиупаи,чыоупаи
киуxинг,чиухсинг,чыоушинг
киуыуан,чиуыуан,чыоуыуан
куфен,чуфен,чиуфен
кудао,чутао,чыудауо
кукуан,чукуан,чеукоан
кукуанйи,чукуанчи,чеукоанйи
кудиао,чутиао,чиухдиауо
куан,чуан,чыуан
куанли,чуанли,чыуанлих
куанли,чуанли,чыуанлих
куанxин,чуанхсин,чыуаншин
куан,чуан,чиуанн
куеxиан,чуеххсиен,чиуешианн
куеши,чуехших,чиуехшых
рангзуо,янгцо,ранктзуох
редиан,йетиен,рехдеан
решуи,йешуи,рехшоеи
решуики,йешуичи,рехшоеичих
реxиан,йехсиен,рехшианн
ренкуан,йенчуан,ренчыуан
рентонг,йентунг,реннторнг
риые,йихыех,рыхыех
риыу,йихыу,рыхыеу
ронгхе,юнгхо,ронгхер
ронгру,юнгю,ронгрух
ру,ю,ру
руыи,юи,руи
ружипин,ючихпин,рууйыхпиин
ру,ю,рух
руxуе,юхсуех,рухшыуе
руо,йо,руох
саи,саи,саи
саи,саи,саы
саичанг,саичанг,саычаанг
санмингжи,санмингчих,санмингйых
сангши,сангших,санкшы
шанфенг,шанфенг,шанфенг
шангу,шанку,шангуу
шанпо,шанпо,шанпо
шангкоу,шангкоу,шангкооу
шангуоанг,шангуоанг,шангуоанг
шангыуан,шангыуан,шангыуан
шангченг,шангченг,шангчернг
шангданг,шангтанг,шанкданк
шангди,шангти,шанкдих
шангши,шангших,шанкшых
шангтаи,шангтаи,шанктаир
шангыан,шангыан,шанкыеан
шао,шао,шаур
шаоер,шаоерх,шауоерл
шетоу,шетоу,шертоу
шейиши,шечиших,шехйихшы
шейи,шечи,шехйыи
шенхуа,шенхуа,шенхуах
шеншен,шеншен,шеншен
шенча,шенча,шеенчар
шенгйи,шенгчи,шенгйыи
шенгxуе,шенгхсуех,шенгшыуе
шенгжи,шенгчих,шенгйыр
шенгхуофеи,шенгхуофеи,шенгхуоофеы
шенгкиан,шенгчиен,шеенгчыан
шенгданйие,шенгтанчиех,шенкданнйые
шенгxинг,шенгхсинг,шенкшынг
шифу,шихфу,шыфу
шишенг,шихшенг,шышенг
ши’ер,шихерх,шырерл
шийие,шихчиех,шырйые
шики,шихчи,шырчи
шиши,шихших,шыршыр
шижуанг,шихчуанг,шырюанг
ши,ших,шыр
шизи,шихтзу,шыртзых
шийиан,шихчиен,шырйианн
шиыу,шихыу,шырыух
шимин,шихмин,шыхмин
шихоу,шиххоу,шыххоуо
шидиан,шихтиен,шыхдеан
шиданг,шихтанг,шыхданк
шоуцанг,шоуцанг,шоуцарнг
шоуку,шоучу,шоучеу
шоуыанг,шоуыанг,шоуыеанг
шоуxуфеи,шоухсуфеи,шооушиухфеы
шоу,шоу,шооу
шоуци,шоутзу,шооуцых
шоунао,шоунао,шооунао
шоуxи,шоухси,шооушыи
шоуxианг,шоухсианг,шооушианк
шуфанг,шуфанг,шуфарнг
шупиан,шупиен,шуупианн
шутиао,шутиао,шуутыау
шуангда,шуангта,шуангдаа
шуанг,шуанг,шоанг
шуини,шуини,шоеини
шуи,шуи,шуеы
шун,шун,шуенн
шуомингшу,шуомингшу,шуомингшу
шуошихуа,шуошиххуа,шуошырхуах
сижанг,ссучанг,сыяанг
сиуоанг,ссууоанг,сыыуоанг
сичу,ссучу,сыхчух
си,ссу,сых
сонгли,сунгли,сонклии
сонгxинг,сунгхсинг,сонкшынг
сужи,сучих,сухйых
суанле,суанле,суаннле
суанши,суанших,суанншых
суи,суи,суеи
суо,со,суоо
таши,таши,таши
та,та,таа
таиденг,таитенг,таирденг
таиыангненг,таиыангненг,таыыангненг
танки,танчи,таннчих
тансуо,тансо,таннсуоо
тантао,тантао,таннтао
танг,танг,танк
тао,тао,тау
те,те,тех
теда,тета,техдах
теди,тети,техдих
текуаи,текуаи,техкуаы
теыи,теи,техыих
тенгтонг,тенгтунг,тернгтонк
ти,ти,ти
тийиао,тичиао,тыийиау
тишенг,тишенг,тыишенг
тианран,тиенян,тианран
тиантанг,тиентанг,тиантарнг
тианxиа,тиенхсиа,тианшиах
тиан,тиен,тиан
тиан,тиен,тыан
тианйинг,тиенчинг,тыанйинк
тиаошуи,тиаошуи,тиауошоеи
тингку,тингчу,тингчеу
тонгбао,тунгпао,тонгбауо
тонгдао,тунгтао,тонгдауо
тонгхонг,тунгхунг,тонгхорнг
тонгхуа,тунгхуа,тонгхуах
тонгxинг,тунгхсинг,тонгшынг
тонгxун,тунгхсун,тонгшиунн
тонг,тунг,торнг
тонгбао,тунгпао,торнгбау
тонгханг,тунгханг,торнгхарнг
тонгки,тунгчи,торнгчи
тонгыи,тунги,торнги
тонгпаи,тунгпаи,торнгпаир
тоутенг,тоутенг,тоуртернг
тоупиао,тоупиао,тоурпиауо
тоулу,тоулу,тоуолух
тушу,тушу,туоушу
туди,тути,туоудих
туйинг,тучинг,туоуйинк
ту,ту,туу
туандуи,туантуи,туоандуеы
туичу,туичу,туеичу
туипиао,туипиао,туеыпиауо
тун,тун,туен
туо,то,туо
туо,то,туо
туоxие,тохсиех,туошые
уоа,уоа,уа
уоауоа,уоауоа,уоауоа
уоаиби,уоаипи,уоаыбих
уоаибу,уоаипу,уоаыбух
уоаичу,уоаичу,уоаычу
уоаигуан,уоаикуан,уоаыгуан
уоаике,уоаико,уоаыке
уоаилаи,уоаилаи,уоаылаи
уоаитоу,уоаитоу,уоаытоу
уоаиыи,уоаии,уоаыи
уоаизи,уоаитзу,уоаытзы
уоанку,уоанчу,уанчиу
уоанпи,уоанпи,уоанпыи
уоанкианг,уоанчианг,уоанчыанг
уоангхоу,уоангхоу,уоангхоуо
уоангзи,уоангтзу,уоангтзыы
уоангба,уоангпа,уооангба
уоангые,уоангыех,уооангыех
уоангхоу,уоангхоу,уооангхоуо
уоанглаи,уоанглаи,уооанглаи
уоангниан,уоангниен,уооангниан
уоангйиан,уоангчиен,уоанкйианн
уоеийи,уоеичи,уеийи
уоеиxие,уоеихсиех,уеишые
уоеиболу,уоеиполу,уеиболу
уоеишенгсу,уоеишенгсу,уоеишенгсух
