Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
高考,гао као,као  као ,гау као,гао као
高科技,гао ке йи,као  ко  чи ,гау ке йих,гао кэ цзи
高手,гао шоу,као  шоу ,гау шооу,гао шоу
稿子,гао зи,као  зи,гао зи,гао цзы
歌唱,ге чанг,ко  чанг ,ге чанк,гэ чан
歌词,ге ци,ко  тзу ,ге цыр,гэ цы
歌星,ге xинг,ко  хсинг ,ге шинг,гэ син
革新,ге xин,ко  хсин ,гер шин,гэ синь
更是,генг ши,кенг  ших ,генк шых,гэн ши
工商,гонг шанг,кунг  шанг ,гонг шанг,гун шан
公,гонг,кунг ,гонг,гун
公安,гонг ан,кунг  ан ,гонг ан,гун ань
公鸡,гонг йи,кунг  чи ,гонг йи,гун цзи
公众,гонг жонг,кунг  чунг ,гонг йонк,гун чжун
公主,гонг жу,кунг  чу ,гонг юу,гун чжу
攻击,гонг йи,кунг  чи ,гонг йи,гун цзи
供给,гонг геи,кунг  чи ,гонг йии,гун гэй
宫,гонг,кунг ,гонг,гун
巩固,гонг гу,кунг  ку ,гоонг гух,гун гу
贡献,гонг xиан,кунг  хсиен ,гонк шианн,гун сянь
构建,гоу йиан,коу  чиен ,гово йианн,гоу цзянь
孤独,гу ду,ку  ту ,гу двоу,гу ду
孤儿,гу ер,ку  ерх ,гу ерл,гу эр
姑姑,гу гу,ку  гу,гу гу,гу гу
古典,гу диан,ку  тиен ,гуу деан,гу дянь
股,гу,ку ,гуу,гу
股东,гу донг,ку  тунг ,гуу донг,гу дун
股票,гу пиао,ку  пиао ,гуу пиаво,гу пяо
故障,гу жанг,ку  чанг ,гух янк,гу чжан
顾,гу,ку ,гух,гу
刮,гуа,куа ,гуа,гуа
拐,гуаи,куаи ,гоаи,гуай
关爱,гуан аи,куан  аи ,гуан аы,гуань ай
关联,гуан лиан,куан  лиен ,гуан лиан,гуань лянь
观光,гуан гуанг,куан  куанг ,гуан гуанг,гуань гуан
官司,гуан си,куан  си,гуан си,гуань сы
管道,гуан дао,куан  тао ,гоан даво,гуань дао
光辉,гуанг хуи,куанг  хуи ,гуанг хуеи,гуан хуэй
广阔,гуанг куо,куанг  куо ,гоанг куох,гуан ко
轨道,гуи дао,куеи  тао ,гоеи даво,гуй дао
跪,гуи,куеи ,гуеы,гуй
国产,гуо чан,куо  чан ,гвоо чаан,го чань
国歌,гуо ге,куо  ко ,гвоо ге,го гэ
国会,гуо хуи,куо  хуи ,гвоо хуеы,го хуэй
国旗,гуо ки,куо  чи ,гвоо чыи,го ци
国王,гуо воанг,куо  воанг ,гвоо воанг,го ван
果酱,гуо йианг,куо  чианг ,гуоо йианк,го цзян
果树,гуо шу,куо  шу ,гуоо шух,го шу
过渡,гуо ду,куо  ту ,гуох дух,го ду
过后,гуо хоу,куо  хоу ,гуох хово,го хоу
过时,гуо ши,куо  ших ,гуох шыр,го ши
海报,хаи бао,хаи  пао ,хае баво,хай бао
海底,хаи ди,хаи  ти ,хае дии,хай ди
海军,хаи юн,хаи  чун ,хае йиун,хай цзюнь
海浪,хаи ланг,хаи  ланг ,хае ланк,хай лан
海外,хаи воаи,хаи  воаи ,хае воаы,хай вай
海湾,хаи воан,хаи  воан ,хае уан,хай вань
海洋,хаи ыанг,хаи  ыанг ,хае ыанг,хай ян
好容易,хао ронг ыи,хао  юнг  и ,хао ронг ыих,хао жун и
好似,хао си,хао  ссу ,хао сых,хао сы
好转,хао жуан,хао  чуан ,хао йоан,хао чжуань
合约,хе ыуе,хо  ыуех ,хер иуе,хэ юэ
和谐,хе xие,хо  хсиех ,хер шые,хэ се
核心,хе xин,хо  хсин ,хер шин,хэ синь
黑夜,хеи ые,хеи  ыех ,хеи ыех,хэй е
很难说,хен нан шуо,хен  наншуо,хеен наншуо,хэнь шо
狠,хен,хен ,хеен,хэнь
横,хенг,хенг ,хернг,хэн
衡量,хенг лианг,хенг  лианг ,хернг лианг,хэн лян
宏大,хонг да,хунг  та ,хорнг дах,хун да
洪水,хонг шуи,хунг  шуи ,хорнг шоеи,хун шуй
壶,ху,ху ,хвоу,ху
互动,ху донг,ху  тунг ,хух донк,ху дун
户外,ху воаи,ху  воаи ,хух воаы,ху вай
护,ху,ху ,хух,ху
花费,хуа феи,хуа  феи ,хуа феы,хуа фэй
花瓶,хуа пинг,хуа  пинг ,хуа пынг,хуа пин
花生,хуа шенг,хуа  шенг ,хуа шенг,хуа шэн
化解,хуа йие,хуа  чиех ,хуах йиее,хуа цзе
幻想,хуан xианг,хуан  хсианг ,хуанн шеанг,хуань сян
患者,хуан же,хуан  че ,хуанн йее,хуань чжэ
皇帝,хуанг ди,хуанг  ти ,хвоанг дих,хуан ди
回应,хуи ыинг,хуи  ыинг ,хвоеи ыинк,хуэй ин
毁,хуи,хуи ,хоеи,хуэй
会见,хуи йиан,хуи  чиен ,хуеы йианн,хуэй цзянь
会长,хуи чанг,хуи  чанг ,хуеы яанг,хуэй чан
绘画,хуи хуа,хуи  хуа ,хуеы хуах,хуэй хуа
昏,хун,хун ,хуен,хунь
混合,хун хе,хун  хо ,хуенн хер,хунь хэ
混乱,хун луан,хун  луан ,хуенн луанн,хунь луань
活跃,хуо ыуе,хуо  ыуех ,хвоо ыуех,хо юэ
火箭,хуо йиан,хуо  чиен ,хуоо йианн,хо цзянь
机动车,йи донг че,чи  тунг  че ,йи донк че,цзи дун чэ
机关,йи гуан,чи  куан ,йи гуан,цзи гуань
机械,йи xие,чи  хсиех ,йи шиех,цзи се
基督教,йи ду йиао,чи  ту  чиао ,йи ду йиаво,цзи ду цзяо
激情,йи кинг,чи  чинг ,йи чынг,цзи цин
吉利,йи ли,чи  ли ,йыи лих,цзи ли
吉祥,йи xианг,чи  хсианг ,йыи шыанг,цзи сян
极端,йи дуан,чи  туан ,йыи дуан,цзи дуань
急救,йи йиу,чи  чиу ,йыи йиово,цзи цзю
疾病,йи бинг,чи  пинг ,йыи бинк,цзи бин
集,йи,чи ,йыи,цзи
给予,геи ыу,чи  ыу ,йии ыеу,гэй юй
加盟,йиа менг,чиа  менг ,йиа менг,цзя мэн
家电,йиа диан,чиа  тиен ,йиа дианн,цзя дянь
家园,йиа ыуан,чиа  ыуан ,йиа ыуан,цзя юань
嘉宾,йиа бин,чиа  пин ,йиа бин,цзя бинь
假日,йиа ри,чиа  йих ,йиах рых,цзя жи
尖,йиан,чиен ,йиан,цзянь
监测,йиан це,чиен  це ,йиан цех,цзянь цэ
监督,йиан ду,чиен  ту ,йиан ду,цзянь ду
捡,йиан,чиен ,йеан,цзянь
简介,йиан йие,чиен  чиех ,йеан йиех,цзянь цзе
剑,йиан,чиен ,йианн,цзянь
鉴定,йиан динг,чиен  тинг ,йианн динк,цзянь дин
箭,йиан,чиен ,йианн,цзянь
将军,йианг юн,чианг  чун ,йианг йиун,цзян цзюнь
讲课,йианг ке,чианг  ко ,йеанг кех,цзян кэ
酱,йианг,чианг ,йианк,цзян
酱油,йианг ыоу,чианг  ыу ,йианк ыоу,цзян ю
骄傲,йиао ао,чиао  ао ,йиау аво,цзяо ао
焦点,йиао диан,чиао  тиен ,йиау деан,цзяо дянь
脚印,йиао ыин,чиао  ыин ,йеау ыинн,цзяо инь
觉,юе,чиао ,йиаво,цзюэ
教堂,йиао танг,чиао  танг ,йиаво тарнг,цзяо тан
教育部,йиао ыу бу,чиао  ыу  пу ,йиаво ыух бух,цзяо юй бу
接收,йие шоу,чиех  шоу ,йие шоу,цзе шоу
揭,йие,чиех ,йие,цзе
街头,йие тоу,чиех  тоу ,йие тоур,цзе тоу
节,йие,чиех ,йые,цзе
节假日,йие йиа ри,чиех  чиа  йих ,йые йиах рых,цзе цзя жи
节能,йие ненг,чиех  ненг ,йые ненг,цзе нэн
节奏,йие зоу,чиех  цоу ,йые тзово,цзе цзоу
杰出,йие чу,чиех  чу ,йые чу,цзе чу
截止,йие жи,чиех  чих ,йые йыы,цзе чжи
截至,йие жи,чиех  чих ,йые йых,цзе чжи
解说,йие шуо,чиех  шуо ,йиее шуо,цзе шо
界,йие,чиех ,йиех,цзе
界,йие,чиех ,йиех,цзе
借鉴,йие йиан,чиех  чиен ,йиех йианн,цзе цзянь
金额,йин е,чин  е ,йин ер,цзинь э
金钱,йин киан,чин  чиен ,йин чыан,цзинь цянь
金融,йин ронг,чин  юнг ,йин ронг,цзинь жун
尽,йин,чин ,йинн,цзинь
进攻,йин гонг,чин  кунг ,йинн гонг,цзинь гун
近日,йин ри,чин  йих ,йинн рых,цзинь жи
近视,йин ши,чин  ших ,йинн шых,цзинь ши
惊人,лианг рен,чинг  йен ,йинг рен,лян жэнь
惊喜,лианг xи,чинг  хси ,йинг шии,лян си
精,йинг,чинг ,йинг,цзин
精美,йинг меи,чинг  меи ,йинг мееи,цзин мэй
精品,йинг пин,чинг  пин ,йинг пиин,цзин пинь
井,йинг,чинг ,йиинг,цзин
景,йинг,чинг ,йиинг,цзин
景点,йинг диан,чинг  тиен ,йиинг деан,цзин дянь
净,йинг,чинг ,йинк,цзин
纠纷,йиу фен,чиу  фен ,йиоу фен,цзю фэнь
纠正,йиу женг,чиу  ченг ,йиоу йенк,цзю чжэн
酒水,йиу шуи,чиу  шуи ,йеоу шоеи,цзю шуй
救命,йиу минг,чиу  минг ,йиово минк,цзю мин
救援,йиу ыуан,чиу  ыуан ,йиово ыуан,цзю юань
救助,йиу жу,чиу  чу ,йиово юх,цзю чжу
就是说,йиу ши шуо,чиу  ших  шуо ,йиово шых шуо,цзю ши шо
就算,йиу суан,чиу  суан ,йиово суанн,цзю суань
局,ю,чу ,йыу,цзюй
剧,ю,чу ,йиух,цзюй
据,ю,чу ,йиух,цзюй
捐,юан,чуан ,йиуан,цзюань
捐款,юан куан,чуан  куан ,йиуан коан,цзюань куань
捐赠,юан зенг,чуан  ценг ,йиуан тзенк,цзюань цзэн
捐助,юан жу,чуан  чу ,йиуан юх,цзюань чжу
决策,юе це,чуех  це ,йыуе цех,цзюэ цэ
觉悟,юе воу,чуех  воу ,йыуе воух,цзюэ у
绝,юе,чуех ,йыуе,цзюэ
绝大多数,юе да дуо шу,чуех  та  то  шу ,йыуе дах дуо шух,цзюэ да до шу
军队,юн дуи,чун  туи ,йиун дуеы,цзюнь дуй
军舰,юн йиан,чун  чиен ,йиун йианн,цзюнь цзянь
军事,юн ши,чун  ших ,йиун шых,цзюнь ши
开创,каи чуанг,каи  чуанг ,каи чуанк,кай чуан
开关,каи гуан,каи  куан ,каи гуан,кай гуань
开设,каи ше,каи  ше ,каи шех,кай шэ
开通,каи тонг,каи  тунг ,каи тонг,кай тун
开头,каи тоу,каи  тоу ,каи тоур,кай тоу
开夜车,каи ые че,каи  ыех  че ,каи ыех че,кай е чэ
看,кан,кан ,кан,кань
看管,кан гуан,кан  куан ,кан гоан,кань гуань
看得起,кан де ки,кан  де чи ,канн де чии,кань дэ ци
看作,кан зуо,кан  цо ,канн тзуох,кань цзо
康复,канг фу,канг  фу ,канг фух,кан фу
抗议,канг ыи,канг  и ,канк ыих,кан и
考场,као чанг,као  чанг ,као чаанг,као чан
考题,као ти,као  ти ,као тыи,као ти
科研,ке ыан,ко  ыан ,ке ыан,кэ янь
客车,ке че,ко  че ,кех че,кэ чэ
肯,кен,кен ,кеен,кэнь
空军,конг юн,кунг  чун ,конг йиун,кун цзюнь
口试,коу ши,коу  ших ,кооу шых,коу ши
扣,коу,коу ,ково,коу
酷,ку,ку ,кух,ку
跨,куа,куа ,куах,куа
快车,куаи че,куаи  че ,куаы че,куай чэ
宽阔,куан куо,куан  куо ,куан куох,куань ко
矿,куанг,куанг ,куанк,куан
阔,куо,куо ,куох,ко
来往,лаи воанг,лаи  воанг ,лаи вооанг,лай ван
赖,лаи,лаи ,лаы,лай
栏目,лан му,лан  му ,лан мух,лань му
蓝领,лан линг,лан  линг ,лан лиинг,лань лин
蓝天,лан тиан,лан  тиен ,лан тиан,лань тянь
懒,лан,лан ,лаан,лань
牢,лао,лао ,лау,лао
老乡,лао xианг,лао  хсианг ,лао шианг,лао сян
冷气,ленг ки,ленг  чи ,леенг чих,лэн ци
冷水,ленг шуи,ленг  шуи ,леенг шоеи,лэн шуй
礼堂,ли танг,ли  танг ,лии тарнг,ли тан
理,ли,ли ,лии,ли
理财,ли цаи,ли  цаи ,лии цаир,ли цай
理智,ли жи,ли  чих ,лии йых,ли чжи
力,ли,ли ,лих,ли
利,ли,ли ,лих,ли
联盟,лиан менг,лиен  менг ,лиан менг,лянь мэн
联赛,лиан саи,лиен  саи ,лиан саы,лянь сай
联手,лиан шоу,лиен  шоу ,лиан шооу,лянь шоу
凉鞋,лианг xие,лианг  хсиех ,лианг шые,лян се
两侧,лианг це,лианг  це ,леанг цех,лян цэ
两手,лианг шоу,лианг  шоу ,леанг шооу,лян шоу
聊,лиао,лиао ,лиау,ляо
聊天儿,лиао тиан ер,лиао  тиен  р,лиау тиан р,ляо тянь эр
料,лиао,лиао ,лиаво,ляо
料,лиао,лиао ,лиаво,ляо
裂,лие,лиех ,лиех,ле
灵活,линг хуо,линг  хуо ,линг хвоо,лин хо
领取,линг ку,линг  чу ,лиинг чеу,лин цюй
领袖,линг xиу,линг  хсиу ,лиинг шиово,лин сю
另,линг,линг ,линк,лин
留言,лиу ыан,лиу  ыан ,лиоу ыан,лю янь
流感,лиу ган,лиу  кан ,лиоу гаан,лю гань
楼道,лоу дао,лоу  тао ,лоу даво,лоу дао
楼房,лоу фанг,лоу  фанг ,лоу фарнг,лоу фан
露,лу,лоу ,лово,лу
陆军,лу юн,лу  чун ,лух йиун,лу цзюнь
录像,лу xианг,лу  хсианг ,лух шианк,лу сян
录音机,лу ыин йи,лу  ыин  чи ,лух ин йи,лу инь цзи
路过,лу гуо,лу  куо ,лух гуох,лу го
露,лу,лу ,лух,лу
马车,ма че,ма  че ,маа че,ма чэ
埋,маи,маи ,маи,май
馒头,ман тоу,ман  тоу,ман тоу,мань тоу
慢车,ман че,ман  че ,манн че,мань чэ
盲人,манг рен,манг  йен ,манг рен,ман жэнь
梅花,меи хуа,меи  хуа ,меи хуа,мэй хуа
美容,меи ронг,меи  юнг ,мееи ронг,мэй жун
蒙,менг,менг ,менг,мэн
猛,менг,менг ,меенг,мэн
棉,миан,миен ,миан,мянь
面对面,миан дуи миан,миен  туи  миен ,мианн дуеы мианн,мянь дуй мянь
面向,миан xианг,миен  хсианг ,мианн шианк,мянь сян
妙,миао,миао ,миаво,мяо
灭,мие,миех ,миех,ме
民歌,мин ге,мин  ко ,мин ге,минь гэ
民工,мин гонг,мин  кунг ,мин гонг,минь гун
民警,мин йинг,мин  чинг ,мин йиинг,минь цзин
民意,мин ыи,мин  и ,мин ыих,минь и
民主,мин жу,мин  чу ,мин юу,минь чжу
名额,минг е,минг  е ,минг ер,мин э
名胜,минг шенг,минг  шенг ,минг шенк,мин шэн
名义,минг ыи,минг  и ,минг ыих,мин и
名誉,минг ыу,минг  ыу ,минг ыух,мин юй
明日,минг ри,минг  йих ,минг рых,мин жи
命,минг,минг ,минк,мин
膜,мо,мо ,мо,мо
磨,мо,мо ,мо,мо
没收,меи шоу,мо  шоу ,мох шоу,мэй шоу
墨水,мо шуи,мо  шуи ,мох шоеи,мо шуй
母,му,му ,муу,му
母鸡,му йи,му  чи ,муу йи,му цзи
母子,му зи,му  тзу ,муу тзыы,му цзы
墓,му,му ,мух,му
拿走,на зоу,на  цоу ,на тзооу,на цзоу
奶粉,наи фен,наи  фен ,нае феен,най фэнь
奶牛,наи ниу,наи  ниу ,нае ниоу,най ню
难忘,нан воанг,нан  воанг ,нан воанк,ван
内地,неи ди,неи  ти ,неы дих,нэй ди
内外,неи воаи,неи  воаи ,неы воаы,нэй вай
内衣,неи ыи,неи  и ,неы и,нэй и
能否,ненг фоу,ненг  фоу ,ненг фооу,нэн фоу
泥,ни,ни ,ни,ни
扭,ниу,ниу ,неоу,ню
排行榜,паи xинг банг,паи  ханг  панг ,паир харнг баанг,пай син бан
派出,паи чу,паи  чу ,паы чу,пай чу
判,пан,пан ,панн,пань
盼望,пан воанг,пан  воанг ,панн воанк,пань ван
陪同,пеи тонг,пеи  тунг ,пеир торнг,пэй тун
配置,пеи жи,пеи  чих ,пеы йых,пэй чжи
皮球,пи киу,пи  чиу ,пыи чыоу,пи цю
偏,пиан,пиен ,пиан,пянь
贫困,пин кун,пин  кун ,пын куенн,пинь кунь
品牌,пин паи,пин  паи ,пиин паир,пинь пай
聘请,пин кинг,пин  чинг ,пинн чиинг,пинь цин
平凡,пинг фан,пинг  фан ,пынг фарн,пин фань
平方米,пинг фанг ми,пинг  фанг  ми ,пынг фанг мии,пин фан ми
平衡,пинг хенг,пинг  хенг ,пынг хернг,пин хэн
平台,пинг таи,пинг  таи ,пынг таир,пин тай
评,пинг,пинг ,пынг,пин
评选,пинг xуан,пинг  хсуан ,пынг шеуан,пин сюань
屏幕,пинг му,пинг  му ,пынг мух,пин му
坡,по,по ,по,по
扑,пу,пу ,пу,пу
铺,пу,пу ,пу,пу
欺负,ки фу,чи  фу,чи фу,ци фу
奇妙,ки миао,чи  миао ,чыи миаво,ци мяо
企图,ки ту,чи  ту ,чии твоу,ци ту
起点,ки диан,чи  тиен ,чии деан,ци дянь
起诉,ки су,чи  су ,чии сух,ци су
气氛,ки фен,чи  фен ,чих фен,ци фэнь
恰当,киа данг,чиа  танг ,чиах данк,ця дан
恰好,киа хао,чиа  хао ,чиах хао,ця хао
恰恰,киа киа,чиа  чиа ,чиах чиах,ця ця
牵,киан,чиен ,чиан,цянь
铅笔,киан би,чиен  пи ,чиан бии,цянь би
谦虚,киан xу,чиен  хсу ,чиан шиу,цянь сюй
前方,киан фанг,чиен  фанг ,чыан фанг,цянь фан
前来,киан лаи,чиен  лаи ,чыан лаи,цянь лай
潜力,киан ли,чиен  ли ,чыан лих,цянь ли
强盗,кианг дао,чианг  тао ,чыанг даво,цян дао
强化,кианг хуа,чианг  хуа ,чыанг хуах,цян хуа
强势,кианг ши,чианг  ших ,чыанг шых,цян ши
强壮,кианг жуанг,чианг  чуанг ,чыанг юанк,цян чжуан
桥梁,киао лианг,чиао  лианг ,чыау лианг,цяо лян
巧妙,киао миао,чиао  миао ,чеау миаво,цяо мяо
茄子,кие зи,чиех  зи,чые зи,це цзы
切实,кие ши,чиех  ших ,чиех шыр,це ши
侵犯,кин фан,чин  фан ,чин фанн,цинь фань
亲属,кин шу,чин  шу ,чин шуу,цинь шу
亲眼,кин ыан,чин  ыан ,чин ыеан,цинь янь
倾向,кинг xианг,чинг  хсианг ,чинг шианк,цин сян
清,кинг,чинг ,чинг,цин
清洁,кинг йие,чинг  чиех ,чинг йые,цин цзе
清洁工,кинг йие гонг,чинг  чиех  кунг ,чинг йые гонг,цин цзе гун
清明节,кинг минг йие,чинг  минг  чиех ,чинг минг йые,цин мин цзе
清洗,кинг xи,чинг  хси ,чинг шии,цин си
情绪,кинг xу,чинг  хсу ,чынг шиух,цин сюй
求职,киу жи,чиу  чих ,чыоу йыр,цю чжи
球拍,киу паи,чиу  паи ,чыоу паи,цю пай
球星,киу xинг,чиу  хсинг ,чыоу шинг,цю син
球员,киу ыуан,чиу  ыуан ,чыоу ыуан,цю юань
区分,ку фен,чу  фен ,чиу фен,цюй фэнь
渠道,ку дао,чу  тао ,чыу даво,цюй дао
取款,ку куан,чу  куан ,чеу коан,цюй куань
取款机,ку куан йи,чу  куан  чи ,чеу коан йи,цюй куань цзи
去掉,ку диао,чу  тиао ,чиух диаво,цюй дяо
权,куан,чуан ,чыуан,цюань
权力,куан ли,чуан  ли ,чыуан лих,цюань ли
全力,куан ли,чуан  ли ,чыуан лих,цюань ли
全新,куан xин,чуан  хсин ,чыуан шин,цюань синь
券,куан,чуан ,чиуанн,цюань
缺陷,куе xиан,чуех  хсиен ,чиуе шианн,цюэ сянь
却是,куе ши,чуех  ших ,чиуех шых,цюэ ши
让座,ранг зуо,янг  цо ,ранк тзуох,жан цзо
热点,ре диан,йе  тиен ,рех деан,жэ дянь
热水,ре шуи,йе  шуи ,рех шоеи,жэ шуй
热水器,ре шуи ки,йе  шуи  чи ,рех шоеи чих,жэ шуй ци
热线,ре xиан,йе  хсиен ,рех шианн,жэ сянь
人权,рен куан,йен  чуан ,рен чыуан,жэнь цюань
认同,рен тонг,йен  тунг ,ренн торнг,жэнь тун
日夜,ри ые,йих  ыех ,рых ыех,жи е
日语,ри ыу,йих  ыу ,рых ыеу,жи юй
融合,ронг хе,юнг  хо ,ронг хер,жун хэ
融入,ронг ру,юнг  ю ,ронг рух,жун жу
如,ру,ю ,ру,жу
如一,ру ыи,ю  и ,ру и,жу и
乳制品,ру жи пин,ю  чих  пин ,руу йых пиин,жу чжи пинь
入,ру,ю ,рух,жу
入学,ру xуе,ю  хсуех ,рух шыуе,жу сюэ
若,руо,йо ,руох,жо
塞,саи,саи ,саи,сай
赛,саи,саи ,саы,сай
赛场,саи чанг,саи  чанг ,саы чаанг,сай чан
三明治,сан минг жи,сан  минг  чих ,сан минг йых,сань мин чжи
丧失,санг ши,санг  ших ,санк шы,сан ши
山峰,шан фенг,шан  фенг ,шан фенг,шань фэн
山谷,шан гу,шан  ку ,шан гуу,шань гу
山坡,шан по,шан  по ,шан по,шань по
伤口,шанг коу,шанг  коу ,шанг кооу,шан коу
伤亡,шанг воанг,шанг  воанг ,шанг воанг,шан ван
伤员,шанг ыуан,шанг  ыуан ,шанг ыуан,шан юань
商城,шанг ченг,шанг  ченг ,шанг чернг,шан чэн
上当,шанг данг,шанг  танг ,шанк данк,шан дан
上帝,шанг ди,шанг  ти ,шанк дих,шан ди
上市,шанг ши,шанг  ших ,шанк шых,шан ши
上台,шанг таи,шанг  таи ,шанк таир,шан тай
上演,шанг ыан,шанг  ыан ,шанк ыеан,шан янь
勺,шао,шао ,шаур,шао
少儿,шао ер,шао  ерх ,шаво ерл,шао эр
舌头,ше тоу,ше  тоу,шер тоу,шэ тоу
设计师,ше йи ши,ше  чи  ших ,шех йих шы,шэ цзи ши
涉及,ше йи,ше  чи ,шех йыи,шэ цзи
深化,шен хуа,шен  хуа ,шен хуах,шэнь хуа
深深,шен шен,шен  шен ,шен шен,шэнь шэнь
审查,шен ча,шен  ча ,шеен чар,шэнь ча
升级,шенг йи,шенг  чи ,шенг йыи,шэн цзи
升学,шенг xуе,шенг  хсуех ,шенг шыуе,шэн сюэ
升值,шенг жи,шенг  чих ,шенг йыр,шэн чжи
生活费,шенг хуо феи,шенг  хуо  феи ,шенг хвоо феы,шэн хо фэй
省钱,шенг киан,шенг  чиен ,шеенг чыан,шэн цянь
圣诞节,шенг дан йие,шенг  тан  чиех ,шенк данн йые,шэн дань цзе
盛行,шенг xинг,шенг  хсинг ,шенк шынг,шэн син
师父,ши фу,ших  фу,шы фу,ши фу
师生,ши шенг,ших  шенг ,шы шенг,ши шэн
时而,ши ер,ших  ерх ,шыр ерл,ши эр
时节,ши йие,ших  чиех ,шыр йые,ши цзе
时期,ши ки,ших  чи ,шыр чи,ши ци
时时,ши ши,ших  ших ,шыр шыр,ши ши
时装,ши жуанг,ших  чуанг ,шыр юанг,ши чжуан
识,ши,ших ,шыр,ши
识字,ши зи,ших  тзу ,шыр тзых,ши цзы
实践,ши йиан,ших  чиен ,шыр йианн,ши цзянь
食欲,ши ыу,ших  ыу ,шыр ыух,ши юй
市民,ши мин,ших  мин ,шых мин,ши минь
事后,ши хоу,ших  хоу ,шых хово,ши хоу
试点,ши диан,ших  тиен ,шых деан,ши дянь
适当,ши данг,ших  танг ,шых данк,ши дан
收藏,шоу цанг,шоу  цанг ,шоу царнг,шоу цан
收取,шоу ку,шоу  чу ,шоу чеу,шоу цюй
收养,шоу ыанг,шоу  ыанг ,шоу ыеанг,шоу ян
手续费,шоу xу феи,шоу  хсу  феи ,шооу шиух феы,шоу сюй фэй
首,шоу,шоу ,шооу,шоу
首次,шоу ци,шоу  тзу ,шооу цых,шоу цы
首脑,шоу нао,шоу  нао ,шооу нао,шоу нао
首席,шоу xи,шоу  хси ,шооу шыи,шоу си
首相,шоу xианг,шоу  хсианг ,шооу шианк,шоу сян
书房,шу фанг,шу  фанг ,шу фарнг,шу фан
薯片,шу пиан,шу  пиен ,шуу пианн,шу пянь
薯条,шу тиао,шу  тиао ,шуу тыау,шу тяо
双打,шуанг да,шуанг  та ,шуанг даа,шуан да
爽,шуанг,шуанг ,шоанг,шуан
水泥,шуи ни,шуи  ни ,шоеи ни,шуй ни
税,шуи,шуи ,шуеы,шуй
顺,шун,шун ,шуенн,шунь
说明书,шуо минг шу,шуо  минг  шу ,шуо минг шу,шо мин шу
说实话,шуо ши хуа,шуо  ших  хуа ,шуо шыр хуах,шо ши хуа
司长,си чанг,ссу  чанг ,сы яанг,сы чан
死亡,си воанг,ссу  воанг ,сыы воанг,сы ван
四处,си чу,ссу  чу ,сых чух,сы чу
寺,си,ссу ,сых,сы
送礼,сонг ли,сунг  ли ,сонк лии,сун ли
送行,сонг xинг,сунг  хсинг ,сонк шынг,сун син
素质,су жи,су  чих ,сух йых,су чжи
算了,суан ле,суан  ле,суанн ле,суань лэ
算是,суан ши,суан  ших ,суанн шых,суань ши
虽,суи,суи ,суеи,суй
所,суо,со ,суоо,со
踏实,та ши,та  ши,та ши,та ши
塔,та,та ,таа,та
台灯,таи денг,таи  тенг ,таир денг,тай дэн
太阳能,таи ыанг ненг,таи  ыанг  ненг ,таы ыанг ненг,тай ян нэн
叹气,тан ки,тан  чи ,танн чих,тань ци
探索,тан суо,тан  со ,танн суоо,тань со
探讨,тан тао,тан  тао ,танн тао,тань тао
趟,танг,танг ,танк,тан
掏,тао,тао ,тау,тао
特,те,те ,тех,тэ
特大,те да,те  та ,тех дах,тэ да
特地,те ди,те  ти ,тех дих,тэ ди
特快,те куаи,те  куаи ,тех куаы,тэ куай
特意,те ыи,те  и ,тех ыих,тэ и
疼痛,тенг тонг,тенг  тунг ,тернг тонк,тэн тун
踢,ти,ти ,ти,ти
提交,ти йиао,ти  чиао ,тыи йиау,ти цзяо
提升,ти шенг,ти  шенг ,тыи шенг,ти шэн
天然,тиан ран,тиен  ян ,тиан ран,тянь жань
天堂,тиан танг,тиен  танг ,тиан тарнг,тянь тан
天下,тиан xиа,тиен  хсиа ,тиан шиах,тянь ся
添,тиан,тиен ,тиан,тянь
田,тиан,тиен ,тыан,тянь
田径,тиан йинг,тиен  чинг ,тыан йинк,тянь цзин
跳水,тиао шуи,тиао  шуи ,тиаво шоеи,тяо шуй
听取,тинг ку,тинг  чу ,тинг чеу,тин цюй
通报,тонг бао,тунг  пао ,тонг баво,тун бао
通道,тонг дао,тунг  тао ,тонг даво,тун дао
通红,тонг хонг,тунг  хунг ,тонг хорнг,тун хун
通话,тонг хуа,тунг  хуа ,тонг хуах,тун хуа
通行,тонг xинг,тунг  хсинг ,тонг шынг,тун син
通讯,тонг xун,тунг  хсун ,тонг шиунн,тун сюнь
同,тонг,тунг ,торнг,тун
同胞,тонг бао,тунг  пао ,торнг бау,тун бао
同行,тонг xинг,тунг  ханг ,торнг харнг,тун син
同期,тонг ки,тунг  чи ,торнг чи,тун ци
同一,тонг ыи,тунг  и ,торнг и,тун и
铜牌,тонг паи,тунг  паи ,торнг паир,тун пай
头疼,тоу тенг,тоу  тенг ,тоур тернг,тоу тэн
投票,тоу пиао,тоу  пиао ,тоур пиаво,тоу пяо
透露,тоу лу,тоу  лу ,тово лух,тоу лу
图书,ту шу,ту  шу ,твоу шу,ту шу
徒弟,ту ди,ту  ти ,твоу дих,ту ди
途径,ту йинг,ту  чинг ,твоу йинк,ту цзин
土,ту,ту ,туу,ту
团队,туан дуи,туан  туи ,твоан дуеы,туань дуй
推出,туи чу,туи  чу ,туеи чу,туй чу
退票,туи пиао,туи  пиао ,туеы пиаво,туй пяо
